nmfs_original_species,stock_assessment_species_name,stock_assessment_species_location,stockid,source,stock,rgn_id,rgn_name
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,8,Massachusetts-Virginian
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,9,New Hampshire
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,10,New York
WOLFFISH / OCEAN CATFISH,atlantic wolffish,Gulf of Maine / Georges Bank,WOLGMMA,NMFS,Wolffish,11,Rhode Island
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,1,Offshore
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,2,Georges Bank
COD,atlantic cod,Eastern Georges Bank,CODGBE,NMFS,GB Cod East,3,Gulf of Maine
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,1,Offshore
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,2,Georges Bank
HADDOCK,haddock,Eastern Georges Bank,HADGBE,NMFS,GB Haddock East,3,Gulf of Maine
NA,atlantic salmon,Gulf of Maine,NA,NMFS,NA,NA,NA
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,2,Georges Bank
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,3,Gulf of Maine
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,6,Maine
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,8,Massachusetts-Virginian
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Gulf of Maine / Northern Georges Bank,NA,NMFS,NA,9,New Hampshire
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,1,Offshore
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-Virginian
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,10,New York
MONKFISH / ANGLERFISH / GOOSEFISH,goosefish,Southern Georges Bank / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,1,Offshore
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,5,Connecticut
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,6,Maine
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,10,New York
"DOGFISH, SPINY",spiny dogfish,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
"FLOUNDER, SUMMER / FLUKE",summer flounder,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,1,Offshore
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,5,Connecticut
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,6,Maine
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,10,New York
BLUEFISH,bluefish,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
"CLAM, SURF",atlantic surfclam,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
BLACK SEA BASS,black sea bass,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,1,Offshore
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,5,Connecticut
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,6,Maine
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,10,New York
SCUP / PORGY,scup,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,1,Offshore
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,2,Georges Bank
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,5,Connecticut
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,6,Maine
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,9,New Hampshire
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,10,New York
TILEFISH,tilefish,Mid-Atlantic Coast,NA,NMFS,NA,11,Rhode Island
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,1,Offshore
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,2,Georges Bank
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,3,Gulf of Maine
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,4,Mid-Atlantic Bight
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,5,Connecticut
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,6,Maine
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,8,Massachusetts-Virginian
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,9,New Hampshire
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,10,New York
BUTTERFISH,butterfish,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,11,Rhode Island
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,1,Offshore
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,2,Georges Bank
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,3,Gulf of Maine
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,4,Mid-Atlantic Bight
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,5,Connecticut
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,6,Maine
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,8,Massachusetts-Virginian
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,9,New Hampshire
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,10,New York
OCEAN QUAHOG,ocean quahog,Atlantic Coast,NA,NMFS,NA,11,Rhode Island
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,1,Offshore
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,2,Georges Bank
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,3,Gulf of Maine
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,4,Mid-Atlantic Bight
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,5,Connecticut
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,6,Maine
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,8,Massachusetts-Virginian
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,9,New Hampshire
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,10,New York
"MACKEREL, ATLANTIC",atlantic mackerel,Gulf of Maine / Cape Hatteras,NA,NMFS,NA,11,Rhode Island
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,6,Maine
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-Virginian
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,9,New Hampshire
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE, BARNDOOR",barndoor skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,1,Offshore
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,2,Georges Bank
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,5,Connecticut
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,8,Massachusetts-Virginian
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,10,New York
"SKATE, CLEARNOSE",clearnose skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,11,Rhode Island
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,6,Maine
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-Virginian
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,9,New Hampshire
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE, LITTLE (SUMMER)",little skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
NA,rosette skate,Southern New England / Mid-Atlantic,NA,NMFS,NA,NA,NA
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,3,Gulf of Maine
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"SKATE, SMOOTH",smooth skate,Gulf of Maine,NA,NMFS,NA,10,New York
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,2,Georges Bank
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,3,Gulf of Maine
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,6,Maine
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,8,Massachusetts-Virginian
"SKATE, THORNY",thorny skate,Gulf of Maine,NA,NMFS,NA,9,New Hampshire
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,1,Offshore
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,2,Georges Bank
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,3,Gulf of Maine
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,4,Mid-Atlantic Bight
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,5,Connecticut
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,6,Maine
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,8,Massachusetts-Virginian
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,9,New Hampshire
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,10,New York
"SKATE, WINTER (BIG)",winter skate,Georges Bank / Southern New England,NA,NMFS,NA,11,Rhode Island
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,1,Offshore
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,2,Georges Bank
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,3,Gulf of Maine
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,4,Mid-Atlantic Bight
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,5,Connecticut
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,6,Maine
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,7,Massachusetts-Gulf of Maine
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,8,Massachusetts-Virginian
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,9,New Hampshire
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,10,New York
SQUID / LOLIGO,longfin inshore squid,Georges Bank / Cape Hatteras,NA,NMFS,NA,11,Rhode Island
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,1,Offshore
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,2,Georges Bank
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,3,Gulf of Maine
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,5,Connecticut
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,6,Maine
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,7,Massachusetts-Gulf of Maine
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,8,Massachusetts-Virginian
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,9,New Hampshire
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,10,New York
"TUNA, ALBACORE",albacore tuna,Northern Atlantic,ALBANATL,RAM,NA,11,Rhode Island
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,1,Offshore
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,2,Georges Bank
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,3,Gulf of Maine
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,5,Connecticut
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,6,Maine
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,7,Massachusetts-Gulf of Maine
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,8,Massachusetts-Virginian
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,9,New Hampshire
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,10,New York
"TUNA, BLUEFIN",atlantic bluefin tuna,Western Atlantic,ATBTUNAWATL,RAM,NA,11,Rhode Island
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,1,Offshore
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,2,Georges Bank
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,3,Gulf of Maine
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,4,Mid-Atlantic Bight
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,5,Connecticut
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,6,Maine
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,7,Massachusetts-Gulf of Maine
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,8,Massachusetts-Virginian
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,9,New Hampshire
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,10,New York
"CROAKER, ATLANTIC",atlantic croaker,Mid-Atlantic Coast,ATLCROAKMATLC,RAM,NA,11,Rhode Island
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,1,Offshore
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,2,Georges Bank
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,4,Mid-Atlantic Bight
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,8,Massachusetts-Virginian
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,10,New York
"TUNA, BIG EYE",bigeye tuna,Atlantic Ocean,BIGEYEATL,RAM,NA,11,Rhode Island
NA,blue marlin,Atlantic Ocean,BMARLINATL,RAM,NA,NA,NA
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,1,Offshore
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,2,Georges Bank
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,3,Gulf of Maine
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,4,Mid-Atlantic Bight
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,5,Connecticut
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,6,Maine
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,7,Massachusetts-Gulf of Maine
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,8,Massachusetts-Virginian
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,9,New Hampshire
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,10,New York
"LOBSTER, AMERICAN",american lobster,Gulf of Maine,LOBSTERGOM,RAM,NA,11,Rhode Island
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,1,Offshore
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,2,Georges Bank
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,3,Gulf of Maine
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,4,Mid-Atlantic Bight
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,5,Connecticut
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,6,Maine
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,7,Massachusetts-Gulf of Maine
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,8,Massachusetts-Virginian
MENHADEN,atlantic menhaden,Atlantic,MENATLAN,RAM,NA,9,New Hampshire
